Clone|text|to_user_id|from_user|id|from_user_id|lang|source|user_image_url|geo_type|geo_latitude|geo_longitude|created_at|time|type|rt_count|favorite_count|place|country|hashtags|urls|media_link|media_url|bounding_box|mentions_user|mentions_user_id|reply_user|reply_id|rt_user_id|rt_user|rt_id|rt_source|rt_created_at|user_tweets|user_followers|user_following|user_listed|user_favorited|user_created_at|user_lang|user_location|user_time_zone|user_description|user_url|user_protected_tweets|user_default_layout|user_default_image|images|median H|median S|median V|dominant color
0|RT @ImperatrizSID: IMPERATRIZ CONTRATA O ATACANTE ÃNDIO ARU EX GAVIÃÿO KYIKATEJÃÿ-PA. http://t.co/W5BdCsjyZa||serrategaludo|607453642082230272|39277786|pt|TweetDeck |http://pbs.twimg.com/profile_images/550670699736481792/YlU2554y_normal.png||||Sun Jun 07 07:46:48 +0000 2015|1433663208|Retweet|11|0|||||http://twitter.com/ImperatrizSID/status/606618493908361217/photo/1|http://pbs.twimg.com/media/CGskSqhWwAA5KcY.jpg||ImperatrizSID|1457746064|||1457746064|ImperatrizSID|606618493908361217|Twitter for iPhone |Fri Jun 05 00:28:14 +0000 2015|157793|3816|694|48|21535|Mon May 11 15:58:21 +0000 2009|pt||Santiago|Forrozeiroâÿ¢, DanÃ§arino de arrochaâÿ¢,  Palmeirense & Motense doenteâÿ¢ -  https://t.co/LgbHwchmWh|http://t.co/mxe6sHgvVJ||||100134.jpg|126|167|251|A9C188
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||Oldlady12345|607429050634665984|834672494|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/522535139117514752/9-JmKSTQ_normal.png||||Sun Jun 07 06:09:05 +0000 2015|1433657345|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|768353|3273|870|332|73447|Thu Sep 20 03:25:51 +0000 2012|en||Hawaii||||True||100105.jpg|173|73|119|705554
0|Eu mim desenhar, Ã­ndio ser bom em desenhi http://t.co/Bzxxzl5zv9||loxjournals|607412515375599616|2249216225|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607730045029904384/LXtWf5VN_normal.jpg||||Sun Jun 07 05:03:23 +0000 2015|1433653403|Tweet|0|0|||||http://twitter.com/loxjournals/status/607412515375599616/photo/1|http://pbs.twimg.com/media/CG32dnwXEAAn0Qj.jpg|||||||||||40175|2560|2748|5|4096|Sun Dec 29 02:17:42 +0000 2013|pt|Bae - Guaximae |Brasilia|Aquele que esta nesse site, sua vida perde|http://t.co/AOrZk0ZhtR||||100135.jpg|0|0|184|B7B8B7
0|RT @MinaDoTumblr: Aceito presente do dia dos namorados, dia do amigo, do inimigo, do Ã­ndio, da arvore, da crianÃ§a... http://t.co/xdUoyWt62d||tcapdevilla96|607408585140781056|2746879755|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607405890896076800/AL2hnddo_normal.jpg||||Sun Jun 07 04:47:46 +0000 2015|1433652466|Retweet|10|0|||||http://twitter.com/MinaDoTumblr/status/606254939107672064/photo/1|http://pbs.twimg.com/media/CGnZiK5XAAA1Gxj.jpg||MinaDoTumblr|107206443|||107206443|MinaDoTumblr|606254939107672064|Twitter for Android |Thu Jun 04 00:23:35 +0000 2015|5391|752|373|1|440|Tue Aug 19 00:23:11 +0000 2014|pt||Buenos Aires|Robson Capdevilla â€|||||100136.jpg|28|101|147|887356
0|gente aparentemente este Ã© o campo de futebol que vai ter na minha escola indÃ­gena ninguÃ©m copia por favor valeu http://t.co/ucnIybhJgU||maiaranik|607407870402043904|2817019736|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/605546597771018240/UwemvkNY_normal.jpg||||Sun Jun 07 04:44:56 +0000 2015|1433652296|Tweet|0|6|||||http://twitter.com/maiaranik/status/607407870402043904/photo/1|http://pbs.twimg.com/media/CG3yPHOWQAER2ag.jpg|||||||||||2033|69|104|0|328|Thu Sep 18 13:09:47 +0000 2014|es|||desculpa por tudo que escrevo aqui|||||100137.jpg|36|63|113|706B58
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||robertyoncejr|607407143356997632|3119978199|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606542551139549184/tfF5149-_normal.jpg||||Sun Jun 07 04:42:02 +0000 2015|1433652122|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|4388|110|125|1|289|Thu Mar 26 22:54:19 +0000 2015|pt||Atlantic Time (Canada)||||||100105.jpg|173|73|119|705554
0|RT @orgsniall: O Ã­ndio, a baleia e a natureza, e foram felizes para sempre #kesta http://t.co/hZ4jrTfjFf||biberzou1|607406416916299776|711276702|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606991031654088704/DuJ61c6h_normal.jpg||||Sun Jun 07 04:39:09 +0000 2015|1433651949|Retweet|75|0|||#kesta||http://twitter.com/orgsniall/status/604594313381744640/photo/1|http://pbs.twimg.com/media/CGPzUWkWoAEU1vw.jpg||orgsniall|339057873|||339057873|orgsniall|604594313381744640|Twitter for Android |Sat May 30 10:24:51 +0000 2015|3969|619|993|0|857|Sun Jul 22 21:13:04 +0000 2012|pt||Mid-Atlantic|Se eles sÃ£o iluminados, eu sou luminoso...|||||100138.jpg|169|86|87|50464C
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||supersoldierrz|607403432459272192|1201537088|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/598997229215571969/GBBL_CYm_normal.png||||Sun Jun 07 04:27:17 +0000 2015|1433651237|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|18168|546|771|8|758|Wed Feb 20 16:30:55 +0000 2013|pt|Baker Street 221b @POTTERHURTS|Brasilia|I was born to be gay couple shipper|||||100105.jpg|173|73|119|705554
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||HillaryKelly13|607402600527478784|3001572123|pt|Twitter for Android |http://pbs.twimg.com/profile_images/602613950295965697/1VKVTFud_normal.jpg||||Sun Jun 07 04:23:59 +0000 2015|1433651039|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|315|126|492|0|775|Tue Jan 27 16:23:37 +0000 2015|pt||||||True||100105.jpg|173|73|119|705554
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||gottabeyouRDJ|607400889989660672|1002506256|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607032212052168704/5YnvVdcd_normal.jpg||||Sun Jun 07 04:17:11 +0000 2015|1433650631|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|48197|4063|2254|10|1179|Mon Dec 10 21:05:09 +0000 2012|pt|Princess of hell |Brasilia|O que Ã© meu Ã© meu e o que eu acho que Ã© meu Ã© meu tambÃ©m!!   Nattha, Suena, Renajela s2 (Dangerous Four) 1D - Katy - SPN - Marvel|http://t.co/xHLz8aXzTW||||100105.jpg|173|73|119|705554
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||uItimatedragons|607400856443584512|2710758683|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607228643635564544/s1MoO2Pd_normal.png||||Sun Jun 07 04:17:03 +0000 2015|1433650623|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|28669|1429|1157|1|4442|Mon Jul 14 16:11:02 +0000 2014|en||Brasilia|rdj, comics and more series than you think / I take seriously imagine dragons, life not so much|||||100105.jpg|173|73|119|705554
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||coldplaier|607400606622449664|238289400|pt|Twitter for Android |http://pbs.twimg.com/profile_images/603624409950232577/tFle73cF_normal.jpg||||Sun Jun 07 04:16:04 +0000 2015|1433650564|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|11299|582|402|3|1595|Fri Jan 14 20:39:09 +0000 2011|pt||Brasilia|Pagando muito papel de trouxa por ser multi-fandom|||||100105.jpg|173|73|119|705554
0|RT @RDJBrazil: Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||escarletwitch|607400459075231744|320850121|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607238061710299138/-NsgYj6y_normal.jpg||||Sun Jun 07 04:15:29 +0000 2015|1433650529|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607400316917661696|Twitter Web Client |Sun Jun 07 04:14:55 +0000 2015|26322|880|643|7|13611|Mon Jun 20 16:44:20 +0000 2011|pt|Avengers Tower, NY|Brasilia|Tenho fandom pra CARALHO, nao vou listar! â€ @MingNa Follow me18/02/14 â€ @simonkass follow me 11/11/14 â€ Bea Maya Nic â€|||||100105.jpg|173|73|119|705554
0|Fiquem com o Indio! Boa Noite (ta saindo mais notÃ­cia do filho do que do pai) http://t.co/Xiax3SG0R6||RDJBrazil|607400316917661696|626099997|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/604802320833105921/pDwS-6bL_normal.png||||Sun Jun 07 04:14:55 +0000 2015|1433650495|Tweet|11|12|Sao Paulo, Brazil|Brasil|||http://twitter.com/RDJBrazil/status/607400316917661696/photo/1|http://pbs.twimg.com/media/CG3rXlTWcAAvy_-.jpg|[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]||||||||||30341|6655|151|24|12219|Wed Jul 04 00:37:42 +0000 2012|pt||Brasilia|A Ãºnica fonte de notÃ­cias no Brasil sobre o ator duas vezes indicado ao Oscar, Robert Downey Jr / Follow RDJ on TT @RobertDowneyJr|http://t.co/G3OsEVwyFx||||100105.jpg|173|73|119|705554
0|SÃ³ nÃ£o ganhei hoje pq a porcaria do Ã­ndio nunca saia http://t.co/HzE8bIWv0n||freedmachado|607398429627707392|411881227|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/575059609179787265/3EHzHWme_normal.jpeg||||Sun Jun 07 04:07:25 +0000 2015|1433650045|Tweet|0|0|||||http://twitter.com/freedmachado/status/607398429627707392/photo/1|http://pbs.twimg.com/media/CG3ppCuWoAAC4ax.jpg|||||||||||3746|83|169|1|537|Mon Nov 14 00:38:45 +0000 2011|pt||Brasilia|It's me|||True||100139.jpg|155|24|195|B1B6BE
0|RT @IsraelEZeFelipe: Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||teusorrisoze|607398100408397824|3298746172|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607216107527774209/7EaOk6sR_normal.jpg||||Sun Jun 07 04:06:06 +0000 2015|1433649966|Retweet|7|0|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg||IsraelEZeFelipe|1638315679|||1638315679|IsraelEZeFelipe|607395681666539521|Twitter Web Client |Sun Jun 07 03:56:30 +0000 2015|1351|349|172|0|1|Tue May 26 02:01:10 +0000 2015|pt|Rj|Pacific Time (US & Canada)|O teu sorriso meu mundo...|||||100118.jpg|16|113|213|D69673
0|Nosso eterno capitÃ£o!#F9EternoCapitao http://t.co/umZgYEKGTM||Vmdl_indio|607397322213990400|1254955398|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/597934452954820608/XqpscVQ4_normal.jpg||||Sun Jun 07 04:03:01 +0000 2015|1433649781|Tweet|2|0|||#F9EternoCapitao||http://twitter.com/Vmdl_indio/status/607397322213990400/photo/1|http://pbs.twimg.com/media/CG3opSWWoAAw1yy.jpg|||||||||||577|145|782|0|401|Sat Mar 09 17:48:39 +0000 2013|pt|porto alegre ,rs|Mid-Atlantic|snap:Dalhe.Fonseca Face:Davi Fonseca Insta:davi fonseca146 Colorado de paixÃ£o|https://t.co/JOkKKe5KUN||||100140.jpg|148|149|26|CAD
0|RT @IsraelEZeFelipe: Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||SonhadorasdoZF|607396471785324544|3000276934|pt|Twitter for Android |http://pbs.twimg.com/profile_images/590236403914690560/sXtJNduW_normal.jpg||||Sun Jun 07 03:59:38 +0000 2015|1433649578|Retweet|7|0|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg||IsraelEZeFelipe|1638315679|||1638315679|IsraelEZeFelipe|607395681666539521|Twitter Web Client |Sun Jun 07 03:56:30 +0000 2015|1001|368|165|0|53|Mon Jan 26 19:45:50 +0000 2015|pt||Brasilia|Tem o olhar da seduÃ§Ã£o que dominou meu coraÃ§Ã£o.   28/01/15|||||100118.jpg|16|113|213|D69673
0|ESTAS CADA DIA MAS PODEROSO GORDITO MIO! http://t.co/ARYOaifsJD||indio_nastazio|607396250028244992|2170482330|pt|Twitter for Nokia S40 |http://pbs.twimg.com/profile_images/378800000733329663/7ccc595852d2c50ccf002bb9f4c67635_normal.jpeg||||Sun Jun 07 03:58:45 +0000 2015|1433649525|Tweet|0|0|||||http://twitter.com/indio_nastazio/status/607396250028244992/photo/1|http://pbs.twimg.com/media/CG3nq9UWQAAM8ti.jpg|||||||||||1853|33|70|0|65|Sat Nov 02 15:52:18 +0000 2013|es|||VOY A APLASTAR SUS CABEZAS CUMBIERAS NEGROS DE MIERDA!!! LARGA VIDA AL HEAVY METAL|||||100141.jpg|49|45|118|766D60
0|RT @IsraelEZeFelipe: Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||smilingueroba|607396041860751360|2579115277|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607187363178135553/2scjp568_normal.jpg||||Sun Jun 07 03:57:55 +0000 2015|1433649475|Retweet|7|0|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg||IsraelEZeFelipe|1638315679|||1638315679|IsraelEZeFelipe|607395681666539521|Twitter Web Client |Sun Jun 07 03:56:30 +0000 2015|20716|722|805|3|7811|Fri Jun 20 18:43:09 +0000 2014|pt||Brasilia|he saved me âÿÿ I have a girlfriend what is special. Thank you why have come into my life and you have given meaning for her @p9ntual|||||100118.jpg|16|113|213|D69673
0|RT @IsraelEZeFelipe: Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||surubany|607395909119426560|308773566|pt|Twitter for Android |http://pbs.twimg.com/profile_images/603691790986776576/m-jyw47w_normal.png||||Sun Jun 07 03:57:24 +0000 2015|1433649444|Retweet|7|0|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg||IsraelEZeFelipe|1638315679|||1638315679|IsraelEZeFelipe|607395681666539521|Twitter Web Client |Sun Jun 07 03:56:30 +0000 2015|9236|1697|914|3|5658|Wed Jun 01 00:03:42 +0000 2011|pt|âÿ©  âÿ© |Brasilia|Sou louca por vocÃª, tente entender, que se eu respiro Ã© por te amar.|||||100118.jpg|16|113|213|D69673
0|RT @IsraelEZeFelipe: Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||Leidjane16|607395870477324288|2294920140|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606905695749947392/ZFEr6edV_normal.jpg||||Sun Jun 07 03:57:15 +0000 2015|1433649435|Retweet|7|0|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg||IsraelEZeFelipe|1638315679|||1638315679|IsraelEZeFelipe|607395681666539521|Twitter Web Client |Sun Jun 07 03:56:30 +0000 2015|868|910|1443|1|2204|Thu Jan 16 19:36:28 +0000 2014|pt|MaceiÃ³|Brasilia|tudo passar...|||||100118.jpg|16|113|213|D69673
0|Ãÿ um Ã­ndio ou Ã© um coelho ? tentando identificar #VoceMenteTresMilhoes http://t.co/QALZ1ABRCH||IsraelEZeFelipe|607395681666539521|1638315679|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607024339158827009/opd97V52_normal.png||||Sun Jun 07 03:56:30 +0000 2015|1433649390|Tweet|7|7|||#VoceMenteTresMilhoes||http://twitter.com/IsraelEZeFelipe/status/607395681666539521/photo/1|http://pbs.twimg.com/media/CG3nJz3UIAERMk-.jpg|||||||||||8730|2213|1620|0|7186|Thu Aug 01 16:01:26 +0000 2013|pt|rs  2.01.15|Brasilia|o certinho e o sem vergonha|https://t.co/MtmFWzlJO7||||100118.jpg|16|113|213|D69673
0|Capiberibe faz inspeÃ§Ã£o surpresa na Casa de SaÃºde IndÃ­gena e constata irregularidades http://t.co/8AGlCjuIgd http://t.co/vY2IlT2j5o||diariodoamapa|607391349344591872|905058270|pt|DiarioAP |http://pbs.twimg.com/profile_images/557859334185418752/ICPhyfp__normal.png||||Sun Jun 07 03:39:17 +0000 2015|1433648357|Tweet|1|0||||"""http://tinyurl.com/n9t6f57"""|http://twitter.com/diariodoamapa/status/607391349344591872/photo/1|http://pbs.twimg.com/media/CG3jNr2UYAAoAvh.jpg|||||||||||22055|4105|1530|24|0|Fri Oct 26 01:41:34 +0000 2012|pt|MacapÃ¡, AP, Brasil|Brasilia|Compromisso com a NotÃ­cia|http://t.co/oHxeq48RSL||True||100142.jpg|50|66|124|636458
0|Ãndio ex-GaviÃ£o KyikatejÃª Ã© avaliado no time de Imperatriz http://t.co/xzIcrnHO6O http://t.co/Qs8EPbICO8||imperatriz_ma|607384627297161219|81722521|pt|dlvr.it |http://pbs.twimg.com/profile_images/1473263556/itz_normal.jpg||||Sun Jun 07 03:12:34 +0000 2015|1433646754|Tweet|0|0||||"""http://dlvr.it/B7Dq7d"""|http://twitter.com/imperatriz_ma/status/607384627297161219/photo/1|http://pbs.twimg.com/media/CG3dGbUUgAAZ4VL.jpg|||||||||||8598|349|0|4|1|Mon Oct 12 00:46:28 +0000 2009|pt|Imperatriz, MaranhÃ£o, Brasil|Brasilia|Imperatriz - MA|http://t.co/DsL9g2zvfo||||100143.jpg|105|67|154|719081
0|RT @inibidores_ja: @indio ExÂª Apoieðÿÿÿq salvaram p/5 dÃ©cadas SIMâÿÿâÿÿ#PL2431_11âÿÿSenado!  Rejeiteðÿÿÿ#rec261_13âÿÿ https://t.co/y0hXup4kvq âÿŠ http://t.âÿŠ||IsaCeressuelo|607367605071003648|1029796968|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/582373782372925440/iWf2AZ04_normal.png||||Sun Jun 07 02:04:56 +0000 2015|1433642696|Retweet|32|0|||#PL2431_11, #rec261_13|"""https://twitter.com/felipebornierrj/status/595598292119093248"""|http://twitter.com/inibidores_ja/status/595637666525388800/photo/1|http://pbs.twimg.com/media/CEQhTNuW8AEGC4S.jpg||inibidores_ja, indio|3009985126, 39259665|||3009985126|inibidores_ja|596762692217610240|Twitter Web Client |Fri May 08 19:44:47 +0000 2015|19422|717|652|2|123|Sun Dec 23 03:58:34 +0000 2012|pt|SP, SP||MÃ£e de 3 filhos e sem saÃºde|||||100144.png|66|24|213|AFBCCF
0|RT @naosejatrouxa: quando o salario cai na conta http://t.co/ykJosSi9PG||indio_crazy|607366849702064129|197178997|pt|Twitter for Android |http://pbs.twimg.com/profile_images/598619560074473473/l-S0h3uQ_normal.jpg||||Sun Jun 07 02:01:55 +0000 2015|1433642515|Retweet|395|0|||||http://twitter.com/monalisafudida/status/596432003710504961/photo/1|http://pbs.twimg.com/media/CEbzvaaWMAERUnr.jpg||naosejatrouxa|280689114|||280689114|naosejatrouxa|607366464887070720|Twuffer |Sun Jun 07 02:00:24 +0000 2015|19753|1002|875|0|555|Thu Sep 30 20:59:52 +0000 2010|pt|Brooklyn|Brasilia|Liberdade pra dentro da cabeÃ§a snap: carlosajuliao|http://t.co/S5rtY261dB||||100145.jpg|20|166|105|67402E
0|RT @inibidores_ja: @indio ExÂª Apoieðÿÿÿq salvaram p/5 dÃ©cadas SIMâÿÿâÿÿ#PL2431_11âÿÿSenado!  Rejeiteðÿÿÿ#rec261_13âÿÿ https://t.co/y0hXup4kvq âÿŠ http://t.âÿŠ||licia_paz|607359399728975872|3233398409|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606879835659608065/jpE5bYkZ_normal.png||||Sun Jun 07 01:32:19 +0000 2015|1433640739|Retweet|32|0|||#PL2431_11, #rec261_13|"""https://twitter.com/felipebornierrj/status/595598292119093248"""|http://twitter.com/inibidores_ja/status/595637666525388800/photo/1|http://pbs.twimg.com/media/CEQhTNuW8AEGC4S.jpg||inibidores_ja, indio|3009985126, 39259665|||3009985126|inibidores_ja|596762692217610240|Twitter Web Client |Fri May 08 19:44:47 +0000 2015|10709|27|28|0|73|Mon May 04 13:19:00 +0000 2015|pt||Pacific Time (US & Canada)||||||100144.png|66|24|213|AFBCCF
0|"""@gustastockler: ðÿÿÿðÿ¿âÿÿðÿ¿ïžhttps://t.co/vH2xFKeVpP http://t.co/ZBLOZLI2Q5"" PerfeiÃ§Ã£o em forma de Ã­ndio ðÿÿðÿÿÿðÿÿÿðÿÿðÿÿÿ"||SLRock_|607358529612193792|2825012953|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/519135029624991744/SOt7gfdo_normal.png||||Sun Jun 07 01:28:52 +0000 2015|1433640532|Tweet|0|0||||"""https://instagram.com/p/3CpUGlA3ui/"""|http://twitter.com/gustastockler/status/602241060019052545/photo/1|http://pbs.twimg.com/media/CFuXCvGW8AA2-Gs.jpg||gustastockler|31631327||||||||3009|333|302|1|31535|Sun Sep 21 20:22:28 +0000 2014|pt||Santiago|#CharlieBrownJr.  #DeadByApril  #Malta  #RosaDeSaron  #Rock - Amo ler, ouvir mÃºsica, escrever.. Apaixonada por fotografia. #RespiroRock|||||100146.jpg|20|83|113|6C5346
0|Ãndios ðÿÿÿ http://t.co/TNsZ2gUig2||evElinpfvr|607356974720786432|554391066|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607319991608836096/e9Gk70_F_normal.jpg||||Sun Jun 07 01:22:41 +0000 2015|1433640161|Tweet|1|1|||||http://twitter.com/evElinpfvr/status/607356974720786432/photo/1|http://pbs.twimg.com/media/CG3D8tMWoAAeC4c.jpg|||||||||||37810|343|196|1|5130|Sun Apr 15 12:28:47 +0000 2012|pt|ex terra da garÃŽa|Mid-Atlantic|ConstruÃ­ um mundo mÃ¡gico porque o meu real era trÃ¡gico.|||True||100129.jpg|21|27|48|2B2824
0|RT @FrasesdaKefera: O Ã­ndio @gustastockler vai ver a mulher branca @Kefera amanhÃ£? #KeferaNoEncontro http://t.co/7wK1Vsbiij||Tarciiis|607353484300664832|3056183878|pt|Twitter for Android |http://pbs.twimg.com/profile_images/580460472769650690/PZwiIst6_normal.jpg||||Sun Jun 07 01:08:49 +0000 2015|1433639329|Retweet|182|0|||#KeferaNoEncontro||http://twitter.com/FrasesdaKefera/status/606275892873207808/photo/1|http://pbs.twimg.com/media/CGnsthmWQAAwEtA.png||FrasesdaKefera, gustastockler, Kefera|66256190, 31631327, 37545509|||66256190|FrasesdaKefera|606275892873207808|Twitter Web Client |Thu Jun 04 01:46:51 +0000 2015|15|13|44|0|8|Mon Feb 23 15:32:29 +0000 2015|pt||||||True||100020.png|24|64|68|3E3531
0|Oi gente, sÃ³ passei pra avisar que o Gustavo n Ã© mais Ã­ndio, agr ele virou um pombo... #askstokies http://t.co/xkuGsxiOND||GabyDarruiz|607347574144679936|2657766242|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607991499096256513/OPKhwMoa_normal.jpg||||Sun Jun 07 00:45:20 +0000 2015|1433637920|Tweet|2|5|||#askstokies||http://twitter.com/GabyDarruiz/status/607347574144679936/photo/1|http://pbs.twimg.com/media/CG27ZjWWQAAhb6j.jpg|||||||||||590|329|425|0|7457|Fri Jul 18 21:20:55 +0000 2014|pt|Brazil ||Aquela que ninguÃ©m conhece direito, porÃ©m a maioria sabe que Ã© Stokie.. Luv ya Ã­ndioâ€Kesta is realâ€9 mÃªsesâ€1mâ€|http://t.co/coNMBTJan6||||100023.jpg|199|146|132|7F5162
0|puxa, apreende, passa...Ã­ndio quer fazer fumaÃ§a https://t.co/yeZW2OA2Yi||donacasmurra|607336857773481984|34104117|pt|Twitter for Android |http://pbs.twimg.com/profile_images/599959308449619968/85rndads_normal.png||||Sun Jun 07 00:02:45 +0000 2015|1433635365|Quoted tweet|0|0|FlorianÃ³polis, Santa Catarina|Brasil||"""https://twitter.com/zerohora/status/607334971620106240"""|||[[[-48.6103127, -27.8389356], [-48.3474853, -27.8389356], [-48.3474853, -27.3804458], [-48.6103127, -27.3804458]]]||||||zerohora|607334971620106240|||25538|330|627|2|5320|Wed Apr 22 00:13:27 +0000 2009|pt|FlorianÃ³polis - SC|Brasilia|olhos de ressaca|http://t.co/YaV7JuIPiP||||100147.jpg|225|75|133|7A566E
