text|to_user_id|from_user|id|from_user_id|lang|source|user_image_url|geo_type|geo_latitude|geo_longitude|created_at|time|type|rt_count|favorite_count|place|country|hashtags|urls|media_link|media_url|bounding_box|mentions_user|mentions_user_id|reply_user|reply_id|rt_user_id|rt_user|rt_id|rt_source|rt_created_at|user_tweets|user_followers|user_following|user_listed|user_favorited|user_created_at|user_lang|user_location|user_time_zone|user_description|user_url|user_protected_tweets|user_default_layout|user_default_image|images
Kkkkkk índio mito https://t.co/OZUEY6JWAj||pandolfo7|607291467393077248|719162161|pt|Twitter for Android |http://pbs.twimg.com/profile_images/585978213144383489/ED6M2D8Q_normal.jpg||||Sat Jun 06 21:02:23 +0000 2015|1433624543|Quoted tweet|0|0||||"""https://twitter.com/HenriqueDanieli/status/607286687128010752"""|||||||||HenriqueDanieli|607286687128010752|||2511|113|199|1|881|Fri Jul 27 01:28:48 +0000 2012|pt|Caxias do sul||Falando do inter colorado + transito + caxias + assuntos de desinteresse pessoal.|||True||100177.jpg
RT @BIGBANG_Spain: [INSTAGRAM] 050615 Seungri  Indio~~~~  #BANGBANGBANG http://t.co/MvQm9790jw||BundaDoMinHo|607289453531566081|2239879711|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/605420934909042689/m6LRJd4Z_normal.jpg||||Sat Jun 06 20:54:23 +0000 2015|1433624063|Retweet|6|0|||#BANGBANGBANG||http://twitter.com/BIGBANG_Spain/status/606598601213640705/photo/1|http://pbs.twimg.com/media/CGsSNEYUYAAFivo.jpg||BIGBANG_Spain|239014389|||239014389|BIGBANG_Spain|606598601213640705|TweetDeck |Thu Jun 04 23:09:11 +0000 2015|61259|1720|1736|2|48936|Tue Dec 10 23:01:15 +0000 2013|pt|Seoul|Brasilia|I'm a loser™ Fazedora de lockscreen/wallpaper nas hrs vagas|http://t.co/sJSy1Npu7H||||100178.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||sial_sier|607285720164794369|767904427|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607691470045376513/MXnp1G6M_normal.jpg||||Sat Jun 06 20:39:33 +0000 2015|1433623173|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|164298|768|371|6|1415|Sun Aug 19 17:13:32 +0000 2012|pt|Brazil |Mid-Atlantic|Big Drunk Bang|http://t.co/AQQLvtCgfX||||100179.jpg
RT @xx_bitch: Deve ser péssimo ser o Toni e ter que fazer esses programas de índio com a Shakira hahaha http://t.co/TRvUKSOJFN||guimebarak|607284094242836481|166572227|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/607955543777525760/TlzrZ2gu_normal.jpg||||Sat Jun 06 20:33:05 +0000 2015|1433622785|Retweet|1|0|||||http://twitter.com/xx_bitch/status/607283839786975232/photo/1|http://pbs.twimg.com/media/CG2BbM0WwAIualT.jpg||xx_bitch|25536171|||25536171|xx_bitch|607283839786975232|Twitter for iPhone |Sat Jun 06 20:32:04 +0000 2015|47217|1089|594|6|12223|Wed Jul 14 13:59:20 +0000 2010|en|Goiânia|Brasilia|Paradoxal. Estudante de jornalismo.|http://t.co/h5LiHM0OUe||||100180.jpg
Deve ser péssimo ser o Toni e ter que fazer esses programas de índio com a Shakira hahaha http://t.co/TRvUKSOJFN||xx_bitch|607283839786975232|25536171|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/603771943649705984/OH1Go4cK_normal.jpg||||Sat Jun 06 20:32:04 +0000 2015|1433622724|Tweet|1|1|||||http://twitter.com/xx_bitch/status/607283839786975232/photo/1|http://pbs.twimg.com/media/CG2BbM0WwAIualT.jpg|||||||||||235304|1959|586|98|6463|Fri Mar 20 17:07:58 +0000 2009|en|Rio de Janeiro |Santiago|29/06/2013 ❤️ 12/07/2014|||||100180.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||Shawoleffect|607283339314216960|2582731128|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/606965182984818688/hJe0fgw2_normal.jpg||||Sat Jun 06 20:30:05 +0000 2015|1433622605|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|666|80|378|3|1580|Sun Jun 22 19:52:20 +0000 2014|pt||Buenos Aires|Eu sinto milhares de sentidos cheirando e provando a luz das estrelas sentindo o peso do perfume, vendo a cor e a forma dos sons|||||100179.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||UnnieisBack|607282832617164800|2382810252|pt|Twitter for Android |http://pbs.twimg.com/profile_images/604044500638535680/HRP38PK-_normal.jpg||||Sat Jun 06 20:28:04 +0000 2015|1433622484|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|1335|70|324|0|4020|Mon Mar 10 23:14:38 +0000 2014|pt|||SHINee + Shawols =1000% ❤|||||100179.jpg
Ae pra apaga.o fogo do indio kkkk @Kefera @gustastockler http://t.co/Fg1XT9eK5W||LaraWiermann|607281770480955392|3031513659|pt|Twitter for Android |http://pbs.twimg.com/profile_images/583087142982852608/EQfIGSWl_normal.jpg||||Sat Jun 06 20:23:51 +0000 2015|1433622231|Tweet|0|0|||||http://twitter.com/LaraWiermann/status/607281770480955392/photo/1|http://pbs.twimg.com/media/CG1_iWVW8AAap5c.jpg||Kefera, gustastockler|37545509, 31631327||||||||97|30|129|0|126|Wed Feb 11 23:17:03 +0000 2015|pt|Tiradentes, Minas Gerais||a vida ,a vida e cheia de frangos queimados|||True||100181.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||hyungiye|607281680324423680|136827486|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/582985766688677888/mKcKqyQS_normal.png||||Sat Jun 06 20:23:29 +0000 2015|1433622209|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|29786|1000|1700|4|1259|Sun Apr 25 01:56:13 +0000 2010|en|in the deep corners of hell|Santiago|odeio quando vou no metrô e tem uma ruivinha fazendo pole dance.|http://t.co/qTVT859GHK||||100179.jpg
Praia de Morro Branco(oca do índio)!!! http://t.co/Wa40XmeE6v||Regisnatal|607281001258209280|161073934|pt|iOS |http://pbs.twimg.com/profile_images/586700164250861568/BG2QZduN_normal.jpg||||Sat Jun 06 20:20:48 +0000 2015|1433622048|Tweet|0|0|||||http://twitter.com/Regisnatal/status/607281001258209280/photo/1|http://pbs.twimg.com/media/CG1-2mAWgAArzUU.jpg|||||||||||917|121|373|0|5156|Tue Jun 29 22:47:59 +0000 2010|en|Fortaleza/CE - Brasil|||||True||100182.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||91YoonJin|607280138867384321|1895286200|pt|Twitter for Android |http://pbs.twimg.com/profile_images/600102788002160640/w4cTm_tn_normal.jpg||||Sat Jun 06 20:17:22 +0000 2015|1433621842|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|6823|288|555|0|1641|Sun Sep 22 22:25:18 +0000 2013|pt||Brasilia|First things first, I'm the realest.|||||100179.jpg
RT @BundaDoMinHo: É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||GDrogada|607279826077106177|176602999|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606521741070987264/YNvnzGqC_normal.jpg||||Sat Jun 06 20:16:07 +0000 2015|1433621767|Retweet|6|0|||#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg||BundaDoMinHo|2239879711|||2239879711|BundaDoMinHo|607279665506566145|Twitter for Android |Sat Jun 06 20:15:29 +0000 2015|39413|1280|716|2|11932|Mon Aug 09 23:49:06 +0000 2010|pt|vip · army · innercircle |Brasilia|Ser trouxa já virou passa tempo ··  LuaRiaGleiTriz|||||100179.jpg
É #BIGBANG ÍNDIO #BANGBANGBANG SIM PORRA http://t.co/j4qraO7fqE||BundaDoMinHo|607279665506566145|2239879711|pt|Twitter for Android |http://pbs.twimg.com/profile_images/605420934909042689/m6LRJd4Z_normal.jpg||||Sat Jun 06 20:15:29 +0000 2015|1433621729|Tweet|6|3|Brasília, Distrito Federal|Brasil|#BIGBANG, #BANGBANGBANG||http://twitter.com/BundaDoMinHo/status/607279665506566145/photo/1|http://pbs.twimg.com/media/CG19oGUWQAEosBO.jpg|[[[-48.285982, -16.0524045], [-47.307264, -16.0524045], [-47.307264, -15.5001029], [-48.285982, -15.5001029]]]||||||||||61259|1720|1736|2|48936|Tue Dec 10 23:01:15 +0000 2013|pt|Seoul|Brasilia|I'm a loser™ Fazedora de lockscreen/wallpaper nas hrs vagas|http://t.co/sJSy1Npu7H||||100179.jpg
Conheça Billy Mills um Índio Olimpíco https://t.co/1WR0JAZmDE http://t.co/B79dH0RgPy||sigavitalle|607279636125499395|3053546145|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/603313852458098689/v4lLSmK__normal.jpg||||Sat Jun 06 20:15:22 +0000 2015|1433621722|Tweet|0|0||||"""https://goo.gl/ctSSA6"""|http://twitter.com/sigavitalle/status/607279636125499395/photo/1|http://pbs.twimg.com/media/CG19nFPW0AEVstk.jpg|||||||||||30|4|55|0|0|Sun Feb 22 19:18:09 +0000 2015|pt||||||True||100183.jpg
Acende, puxa, prende, passa Índio quer cachimbo, índio quer fazer fumaça http://t.co/fZII0KERXj||gg_insano|607275434858971137|67161968|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/415613416586637312/7U65I5hi_normal.jpeg||||Sat Jun 06 19:58:40 +0000 2015|1433620720|Tweet|0|0|||||http://twitter.com/gg_insano/status/607275434858971137/photo/1|http://pbs.twimg.com/media/CG15ycFW8AAOIml.jpg|||||||||||2991|185|165|0|284|Wed Aug 19 23:40:42 +0000 2009|pt||Brasilia|-Faz o que tu queres Há de ser tudo da Lei|||||100184.jpg
RT @analudv: O índio mais lindo desse Brasil @gustastockler ❤️❤️, a @Kefera  tem muita sorte 😍😍 http://t.co/jxaHs0BiWd||jiasonng|607273888632946688|1169657023|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/602153693115453440/ALfKKfO0_normal.jpg||||Sat Jun 06 19:52:32 +0000 2015|1433620352|Retweet|1|0|||||http://twitter.com/analudv/status/607273766759100416/photo/1|http://pbs.twimg.com/media/CG14QsrXIAAd0iW.jpg||analudv, gustastockler, Kefera|336809000, 31631327, 37545509|||336809000|analudv|607273766759100416|Twitter for iPhone |Sat Jun 06 19:52:03 +0000 2015|2340|141|129|0|576|Mon Feb 11 18:21:38 +0000 2013|pt||Mid-Atlantic|❤|||||100185.jpg
O índio mais lindo desse Brasil @gustastockler ❤️❤️, a @Kefera  tem muita sorte 😍😍 http://t.co/jxaHs0BiWd||analudv|607273766759100416|336809000|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/549316013943422976/GSZ4GKB-_normal.jpeg||||Sat Jun 06 19:52:03 +0000 2015|1433620323|Tweet|1|1|||||http://twitter.com/analudv/status/607273766759100416/photo/1|http://pbs.twimg.com/media/CG14QsrXIAAd0iW.jpg||gustastockler, Kefera|31631327, 37545509||||||||6125|382|551|2|1758|Sat Jul 16 23:23:28 +0000 2011|pt|Brasil!!!|Brasilia|Sou fã de tanta de gente que nem cabe aqui ❤️|||||100185.jpg
Esses índios faz umas coisas bonitas 😍 http://t.co/Vp7APDHigt||OrlyEdudias|607271607216820224|2833576515|pt|Twitter for Android |http://pbs.twimg.com/profile_images/604090793335373826/O7vq8eCL_normal.jpg||||Sat Jun 06 19:43:28 +0000 2015|1433619808|Tweet|0|0|||||http://twitter.com/OrlyEdudias/status/607271607216820224/photo/1|http://pbs.twimg.com/media/CG12MZmXIAA-jpK.jpg|||||||||||78|42|82|0|510|Thu Oct 16 07:32:05 +0000 2014|pt||||||||100186.jpg
RT @el10blaugrana: A 45 minutos de conseguirlo. ¡FORÇA BARÇA! http://t.co/xJRwpkRne9||Pime_indio|607270946714599424|611913673|pt|Twitter for Android |http://pbs.twimg.com/profile_images/566371370985357312/G-w3fyAR_normal.jpeg||||Sat Jun 06 19:40:50 +0000 2015|1433619650|Retweet|490|0|||||http://twitter.com/el10blaugrana/status/607269255835459584/photo/1|http://pbs.twimg.com/media/CG10F7lW8AAZZL0.jpg||el10blaugrana|2793815423|||2793815423|el10blaugrana|607269255835459584|Twitter for iPhone |Sat Jun 06 19:34:07 +0000 2015|9618|560|461|0|700|Mon Jun 18 18:58:31 +0000 2012|es|Santander, Linares (Jaen) |Amsterdam|Da igual lo que agas alguien siempre lo criticará, asi az lo que te salga de la polla si eso es lo que te hace feliz|http://t.co/uqmllP9tPd||True||100187.jpg
todo dia era dia de índio http://t.co/XNJrtXFHwk||gabiiebr|607268093916758016|106191949|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607388714864676865/hFtMNxIs_normal.jpg||||Sat Jun 06 19:29:30 +0000 2015|1433618970|Tweet|0|0|Muriaé, Minas Gerais|Brasil|||http://twitter.com/gabiiebr/status/607268093916758016/photo/1|http://pbs.twimg.com/media/CG1zG5QXEAApDOm.jpg|[[[-42.5666202, -21.308005], [-42.253068, -21.308005], [-42.253068, -20.865658], [-42.5666202, -20.865658]]]||||||||||28372|260|236|4|2481|Mon Jan 18 19:54:51 +0000 2010|en|RJ - Brasil|Brasilia|upside umop|||||100188.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||anbrouken|607267547986202624|2538439905|pt|Twitter for Android Tablets |http://pbs.twimg.com/profile_images/606968481590968320/QDuUkmc1_normal.png||||Sat Jun 06 19:27:20 +0000 2015|1433618840|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|14918|1632|1044|2|683|Sat May 10 05:50:45 +0000 2014|pt|stewartVEVO minha biscate|Brasilia|awwwn you think i care ~ gmzluxo rainha ~|||||100103.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||gottabeyouRDJ|607256621073502208|1002506256|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607032212052168704/5YnvVdcd_normal.jpg||||Sat Jun 06 18:43:55 +0000 2015|1433616235|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|48197|4063|2254|10|1179|Mon Dec 10 21:05:09 +0000 2012|pt|Princess of hell |Brasilia|O que é meu é meu e o que eu acho que é meu é meu também!!   Nattha, Suena, Renajela s2 (Dangerous Four) 1D - Katy - SPN - Marvel|http://t.co/xHLz8aXzTW||||100103.jpg
RT @domlusa1: @indio  PSD RJ Exª🙏🐳☨💊Ñ eram🎲✂#rec261_13💀🌹☛ urge✅👉🔓#PL2431_11⬆senado👈✍no🌎🇺🇸🚫p💰.💬🔗📬 http://t.co/JwD7WTboW7  https://t.co/PsZbb…||licia_paz|607252007833976832|3233398409|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606879835659608065/jpE5bYkZ_normal.png||||Sat Jun 06 18:25:35 +0000 2015|1433615135|Retweet|74|0|||#rec261_13, #PL2431_11|"""https://twitter.com/DiabesityChat/status/50678399842596044918"""|http://twitter.com/domlusa1/status/584450333419659264/photo/1|http://pbs.twimg.com/media/CBxievVXIAA26a_.jpg||domlusa1, indio|906591428, 39259665|||906591428|domlusa1|587445074868510720|Twitter Web Client |Mon Apr 13 02:39:54 +0000 2015|10709|27|28|0|73|Mon May 04 13:19:00 +0000 2015|pt||Pacific Time (US & Canada)||||||100099.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||robertyoncejr|607251738639388672|3119978199|pt|Twitter for Android |http://pbs.twimg.com/profile_images/606542551139549184/tfF5149-_normal.jpg||||Sat Jun 06 18:24:31 +0000 2015|1433615071|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|4388|110|125|1|289|Thu Mar 26 22:54:19 +0000 2015|pt||Atlantic Time (Canada)||||||100103.jpg
Jogos Mundiais dos Povos Indígenas abre 90 vagas d acesso universal ao evento para voluntários http://t.co/ZKt1kxpQkN http://t.co/xnBNgBAJeK||TrabalhoGovBr|607248865536843776|39826188|pt|TweetDeck |http://pbs.twimg.com/profile_images/606234285142626304/qIelahjV_normal.png||||Sat Jun 06 18:13:06 +0000 2015|1433614386|Tweet|9|8||||"""http://goo.gl/S9jm0k"""|http://twitter.com/TrabalhoGovBr/status/607248865536843776/photo/1|http://pbs.twimg.com/media/CGv8wHwUgAEHZUn.jpg|||||||||||9551|233390|61|1384|17|Wed May 13 20:27:58 +0000 2009|pt|Brasil|Brasilia|Ministério do Trabalho e Emprego - Brasil - http://t.co/UdxNi6BU|http://t.co/hoJHuWdGbf||||100189.jpg
É lamentável que não temos uma política indigenista a altura da riqueza que representam as nações indígenas no bras https://t.co/J3EUAwmsXe||icsbio|607248166421962753|3039490029|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/567721637114421248/MOci-LBz_normal.png||||Sat Jun 06 18:10:19 +0000 2015|1433614219|Quoted tweet|4|0||||"""https://twitter.com/PersonalEscrito/status/606958487009161216"""|||||||||PersonalEscrito|606958487009161216|||335|149|851|0|515|Sun Feb 15 19:22:39 +0000 2015|pt|Paraíso do Tocantins - TO||Instituto Cerrado e Sociobiodiversidade - Ações que promovam a biodiversidade do bioma Cerrado e suas populações|http://t.co/f5WoW2Ga2q||||100190.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||agataisasilva|607247321827561472|2246321707|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/599799229167566848/NiYXsMQi_normal.jpg||||Sat Jun 06 18:06:58 +0000 2015|1433614018|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|9960|759|2001|1|3542|Sat Dec 14 23:49:41 +0000 2013|pt||Atlantic Time (Canada)|I am Belieber and Selenator ...  A cama está ficando fria e você não está aqui.O futuro que temos é tão incerto.  - Selena Gomez♥ ♫♪|||||100103.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||coldplaier|607246830947168256|238289400|pt|Twitter for Android |http://pbs.twimg.com/profile_images/603624409950232577/tFle73cF_normal.jpg||||Sat Jun 06 18:05:01 +0000 2015|1433613901|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|11299|582|402|3|1595|Fri Jan 14 20:39:09 +0000 2011|pt||Brasilia|Pagando muito papel de trouxa por ser multi-fandom|||||100103.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||dzwney|607246438368735232|997695026|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/607327797430874112/FIEisQcx_normal.png||||Sat Jun 06 18:03:27 +0000 2015|1433613807|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|59462|1762|577|9|5527|Sat Dec 08 18:16:12 +0000 2012|en|ageoficons.tumblr.com|Brasilia|No pants are the best pants.|http://t.co/eC2ixv6EcR||||100103.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||escarletwitch|607245423137443841|320850121|pt|Twitter for Android |http://pbs.twimg.com/profile_images/607238061710299138/-NsgYj6y_normal.jpg||||Sat Jun 06 17:59:25 +0000 2015|1433613565|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|26322|880|643|7|13611|Mon Jun 20 16:44:20 +0000 2011|pt|Avengers Tower, NY|Brasilia|Tenho fandom pra CARALHO, nao vou listar! ❤ @MingNa Follow me18/02/14 ❤ @simonkass follow me 11/11/14 ❤ Bea Maya Nic ❤|||||100103.jpg
RT @RDJBrazil: Indio só no cavaco! http://t.co/pNQ0a0tDf8||vingadoresdepr|607245244959236097|2986004447|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/606212594341441536/JBBaC2ki_normal.jpg||||Sat Jun 06 17:58:43 +0000 2015|1433613523|Retweet|11|0|||||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg||RDJBrazil|626099997|||626099997|RDJBrazil|607245172930449408|Twitter for Android |Sat Jun 06 17:58:25 +0000 2015|7388|1043|208|2|43|Mon Jan 19 16:37:33 +0000 2015|pt|Brasil|Brasilia|Blog feito de fãs para fãs da Marvel Studios|http://t.co/wO9S8NMtlL||||100103.jpg
Indio só no cavaco! http://t.co/pNQ0a0tDf8||RDJBrazil|607245172930449408|626099997|pt|Twitter for Android |http://pbs.twimg.com/profile_images/604802320833105921/pDwS-6bL_normal.png||||Sat Jun 06 17:58:25 +0000 2015|1433613505|Tweet|11|15|Sao Paulo, Brazil|Brasil|||http://twitter.com/RDJBrazil/status/607245172930449408/photo/1|http://pbs.twimg.com/media/CG1eQQdWwAAEwcJ.jpg|[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]||||||||||30341|6655|151|24|12219|Wed Jul 04 00:37:42 +0000 2012|pt||Brasilia|A única fonte de notícias no Brasil sobre o ator duas vezes indicado ao Oscar, Robert Downey Jr / Follow RDJ on TT @RobertDowneyJr|http://t.co/G3OsEVwyFx||||100103.jpg
@Kefera tutorial de como se pendurar em um índio 👇👇 e no fim use-o como um cipó 😘👇 @gustastockler http://t.co/my99wixg59|37545509|vanessamariama|607244840246607873|3302136183|pt|Twitter for Android |http://pbs.twimg.com/profile_images/604033434810486784/41doc7w0_normal.jpg||||Sat Jun 06 17:57:06 +0000 2015|1433613426|Reply|1|0|||||http://twitter.com/vanessamariama/status/607244840246607873/photo/1|http://pbs.twimg.com/media/CG1d9nmW0AEvIuT.jpg||Kefera, gustastockler|37545509, 31631327|Kefera|||||||706|188|310|0|1419|Thu May 28 21:15:01 +0000 2015|pt|||Eu sou o forninho que a Giovana não segurou... KEFERA,ZEIVA,BRUNA,ZENNI,PAULA,RICARDINHO PAU DE OURO, GUSTA #KESTA|||True||100173.jpg
Acho que o índio achou sua macaca 😂😂😂😂 @Kefera @gustastockler http://t.co/qjF3QlrWwF||_carolitasantos|607238508483330048|729616982|pt|Twitter for Android |http://pbs.twimg.com/profile_images/605492076957069313/7ZsqrIXN_normal.jpg||||Sat Jun 06 17:31:57 +0000 2015|1433611917|Tweet|0|0|||||http://twitter.com/_carolitasantos/status/607238508483330048/photo/1|http://pbs.twimg.com/media/CG1YNC7XAAAHZvr.jpg||Kefera, gustastockler|37545509, 31631327||||||||26653|1114|586|3|2993|Wed Aug 01 00:52:21 +0000 2012|pt||Brasilia|Não me julgue, você sabe o meu nome, não minha história.  - Demetria Devonne Lovato ♥|http://t.co/u75iMc28vG||||100191.jpg
Dia de índio : Mulher é flagrada andando nua em via de Santos e atrai olhares de curiosos #FavSDVcomValentinoDasTags http://t.co/JugQeM45UT||PaulXbrow2|607236799757484032|41609235|pt|Twitter Web Client |http://pbs.twimg.com/profile_images/561906168923033601/iMDEYmzv_normal.jpeg||||Sat Jun 06 17:25:09 +0000 2015|1433611509|Tweet|0|4|||#FavSDVcomValentinoDasTags||http://twitter.com/PaulXbrow2/status/607236799757484032/photo/1|http://pbs.twimg.com/media/CG1WppNXEAAq87u.jpg|||||||||||214200|56305|50723|1283|67|Thu May 21 15:37:22 +0000 2009|pt|Brazil |Brasilia|Good vibes, because life is party play with her ( activism for women's rights )|https://t.co/tQ1z9OLAHH||||100192.jpg
o índio e a caminhoneira ❤️💛 http://t.co/wLDoMtM5UD||voidemonio|607235071251247104|470367918|pt|Twitter for iPhone |http://pbs.twimg.com/profile_images/606572221046358018/YTBMjsQt_normal.jpg||||Sat Jun 06 17:18:17 +0000 2015|1433611097|Tweet|0|0|||||http://twitter.com/voidemonio/status/607235071251247104/photo/1|http://pbs.twimg.com/media/CG1U1spXAAEKS5n.jpg|||||||||||16762|358|134|1|611|Sat Jan 21 17:49:32 +0000 2012|en|lara ma girl|Greenland|alan, amaral, maethe|||||100193.jpg;100194.jpg;100195.jpg
Receita indígena deu origem ao tradicional bolinho caipira de Paraibuna http://t.co/crTATVer3j #linkvanguarda http://t.co/g9utIIZb9a||link_vanguarda|607234394684686336|608226439|pt|dlvr.it |http://pbs.twimg.com/profile_images/596055807738945536/4ACW7i0z_normal.png||||Sat Jun 06 17:15:36 +0000 2015|1433610936|Tweet|0|1|||#linkvanguarda|"""http://glo.bo/1AS5jYi"""|http://twitter.com/link_vanguarda/status/607234394684686336/photo/1|http://pbs.twimg.com/media/CG1UdvCUYAAaeFk.jpg|||||||||||2791|1678|5|12|0|Thu Jun 14 15:12:52 +0000 2012|pt|Vale do Paraíba, SP, Brasil||Twitter oficial do Link Vanguarda, da Rede Vanguarda, afiliada da Rede Globo no Vale do Paraíba #linkvanguarda|https://t.co/vSXQhhqWqa||||100196.jpg
